,total_equity,net_income,stock_price,market_cap,share_outstanding,pe_ratio,market_return,risk_free_bond_rate,Beta,RRR,Actual_return_equity,Abnormal_Return,GWF,Notional Goodwill,Notional Equity Value,Difference_price,Advali_Notional_Stock_Price,Advali_Valuation_Diff
2003,25792983000.0,2422836000.0,8.03,49913115000.0,6215830000.0,21.37,0.065,0.0523,0.99,0.11665,0.09393391993473574,-585915466.95,8.572653236176597,-5022850123.87484,20770132876.12516,-29142982123.87484,3.34148985350712,1.4031196717751426
2004,27112484000.0,4056346000.0,11.71,72925547000.0,6227630000.0,18.89,0.065,0.0572,1.33,0.14365,0.14961174343154984,161637673.4000002,6.9613644274277755,1125218749.7389503,28237702749.73895,-44687844250.26105,4.534261468606669,1.5825594931115345
2005,23362464000.0,8642912000.0,16.96,102711795000.0,6056120000.0,12.51,0.065,0.0519,1.62,0.1572,0.3699486492520652,4970332659.200001,6.361323155216285,31617892234.096695,54980356234.096695,-47731438765.903305,9.078478668536405,0.8681544143270231
2006,33063160000.000004,14241968000.0,27.1,161627110000.0,5964100000.0,11.63,0.065,0.0583,2.2,0.2013,0.43075035780004084,7586353891.999999,4.967709885742672,37686805226.03079,70749965226.03079,-90877144773.96921,11.862638994321154,1.284483242975971
2007,35512666000.0,16019752000.0,32.73,187345538000.0,5723970000.0,12.04,0.065,0.0615,1.69,0.17135,0.4510996724379972,9934656680.9,5.836008170411438,57978737559.96498,93491403559.96498,-93854134440.03502,16.333314737841913,1.0038798324365446
2008,41034193000.0,16776062000.000002,40.84,227271333000.0,5564920000.0,14.14,0.065,0.0637,1.24,0.1443,0.4088312885792588,10854827950.1,6.93000693000693,75224032918.22592,116258225918.22592,-111013107081.77408,20.891266346726624,0.9548838889031288
2009,50725906000.0,7897148000.0,32.44,180510434000.0,5564440000.0,24.7,0.065,0.0549,1.04,0.1225,0.15568273930878632,1683224514.9999998,8.16326530612245,13740608285.714285,64466514285.71429,-116043919714.2857,11.585445127580545,1.8000650508259435
2010,57764259000.0,15233539000.0,35.18,195755240000.0,5564390000.0,13.19,0.065,0.0515,1.05,0.11975,0.2637191104624055,8316268984.75,8.350730688935283,69446922628.39249,127211181628.39249,-68544058371.60751,22.861658084424796,0.5388210194591025
2011,54405210000.0,22557132000.0,40.93,218974272000.0,5349970000.0,10.18,0.065,0.0502,1.01,0.11585000000000001,0.4146134533806597,16254288421.5,8.631851532153647,140304604415.19205,194709814415.19205,-24264457584.807953,36.39456191627094,0.12461856510770092
2012,67152085000.00001,16633616999.999998,29.39,156434741000.0,5322720000.0,10.15,0.065,0.0289,1.2,0.1069,0.24770067824401873,9455059113.499998,9.354536950420954,88447699845.65012,155599784845.65012,-834956154.349884,29.233133594412276,0.00536604825757401
2013,79733169000.0,14965788000.0,29.31,156003354000.0,5322530000.0,13.17,0.065,0.0375,1.18,0.1142,0.18769839688674608,5860260100.2,8.756567425569177,51315762698.77408,131048931698.77408,-24954422301.22592,24.62154871814233,0.19042064881982815
2014,91187976000.0,15971940000.0,33.55,178524583000.0,5321150000.0,12.12,0.065,0.034675,1.17,0.11072499999999999,0.17515401372654657,5875151357.400001,9.031384059607136,53060748317.001595,144248724317.0016,-34275858682.998413,27.108561930598007,0.23761636954011206
2015,91426320000.0,5689440000.0,27.05,143938190000.0,5321190000.0,58.3,0.065,0.029025,1.14,0.103125,0.062229782408391804,-3738899249.9999995,9.696969696969697,-36255992727.27272,55170327272.72728,-88767862727.27272,10.368043101773717,1.6089783515051563
2016,81155921000.0,-421512000.0,18.65,99263506000.0,5322440000.0,0.0,0.065,0.019275,1.4,0.110275,-0.005193853939504919,-9370981188.275,9.06823849467241,-84978292344.36636,-3822371344.3663635,-103085877344.36636,-0.7181614718749978,-26.969090142510723
2017,82923772000.0,8849468000.0,23.28,123933874000.0,5323620000.0,15.95,0.065,0.026425,1.11,0.09857500000000001,0.10671810732391672,675257175.0999994,10.144559979710879,6850186914.532076,89773958914.53207,-34159915085.467926,16.863329635573553,0.3805102849256024
2018,80933780000.0,10330496000.0,33.91,180520563000.0,5323520000.0,36.63,0.065,0.0264,1.03,0.09335000000000002,0.12764133838800065,2775327636.999998,10.71237279057311,29730344263.52434,110664124263.52434,-69856438736.47566,20.787772801365325,0.6312473839320013
2019,74626560000.0,13708800000.0,41.16,208183987000.0,5057920000.0,17.88,0.065,0.0131,0.66,0.056,0.18369867242976226,9529712640.0,17.857142857142858,170173440000.0,244800000000.0,36616013000.0,48.39934202201695,-0.14957521568627452
2020,75704454000.0,12658464000.0,35.82,181166456000.0,5057690000.0,15.75,0.065,0.0088,0.9,0.0673,0.16720897293572715,7563554245.800001,14.85884101040119,112385650011.8871,188090104011.8871,6923648011.887085,37.188934871826284,-0.036810273715673573
